IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
0,1254873600,OTHER,2003,6,CHRYSLER,TOWN & COUNTRY FWD V,Lim,MINIVAN 3.8L LIMITED,BLUE,AUTO,3.0,Special,78548,AMERICAN,VAN,CHRYSLER,4852.0,6244.0,5740.0,7244.0,5476.0,6618.0,8852.0,10273.0,,,18880,29697,SC,6600.0,0,1923
0,1233187200,ADESA,2004,5,FORD,FREESTAR FWD V6 3.9L,SES,4D PASSENGER 3.9L SES,WHITE,AUTO,1.0,Alloy,68526,AMERICAN,VAN,FORD,3816.0,4893.0,4621.0,5784.0,4396.0,5296.0,5248.0,6220.0,,,3453,80817,CO,4680.0,0,1313
0,1270512000,OTHER,2006,4,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L,RED,AUTO,1.0,Alloy,69128,AMERICAN,VAN,CHRYSLER,6232.0,7136.0,9362.0,10270.0,5500.0,6950.0,8887.0,10630.0,,,3453,84104,UT,7275.0,0,1411
0,1240876800,ADESA,2004,5,NISSAN,TITAN PICKUP 2WD V8,LE,EXT CAB 5.6L LE,SILVER,AUTO,1.0,Alloy,57133,TOP LINE ASIAN,LARGE TRUCK,OTHER,8570.0,9692.0,9756.0,10967.0,8570.0,9692.0,9756.0,10967.0,,,20207,78754,TX,9485.0,0,1003
0,1286841600,MANHEIM,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,1.0,Alloy,80096,AMERICAN,MEDIUM,GM,4606.0,5945.0,8166.0,9445.0,4448.0,5517.0,8150.0,9334.0,,,20833,60440,IL,6130.0,0,1373
0,1234310400,MANHEIM,2006,3,DODGE,CHARGER 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,78136,AMERICAN,SPECIALTY,CHRYSLER,8909.0,10235.0,10122.0,11554.0,9390.0,10660.0,10641.0,12013.0,,,16044,22801,VA,8400.0,0,1389
0,1263340800,OTHER,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,51264,AMERICAN,MEDIUM,CHRYSLER,6361.0,6972.0,9745.0,10200.0,7416.0,7934.0,10403.0,10801.0,,,99761,85284,AZ,6000.0,0,1086
0,1265155200,ADESA,2007,3,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L FFV BIG HORN,RED,AUTO,1.0,Alloy,80601,AMERICAN,LARGE TRUCK,CHRYSLER,11986.0,14509.0,16672.0,19347.0,13397.0,15673.0,17628.0,19302.0,,,8655,77086,TX,10430.0,0,983
0,1237939200,OTHER,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,75180,AMERICAN,LARGE,FORD,7138.0,8356.0,8209.0,9524.0,6527.0,7666.0,7549.0,8779.0,,,17675,29697,SC,6900.0,0,1506
0,1260835200,MANHEIM,2005,4,KIA,OPTIMA 4C,EX,4D SEDAN EX,WHITE,AUTO,2.0,Covers,51621,OTHER ASIAN,MEDIUM,OTHER,3553.0,4499.0,6911.0,8393.0,3397.0,4150.0,7442.0,9091.0,,,19638,34761,FL,5010.0,0,671
0,1254700800,ADESA,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,WHITE,AUTO,2.0,Covers,69906,AMERICAN,VAN,CHRYSLER,5576.0,7492.0,6522.0,8591.0,5725.0,7229.0,8773.0,10604.0,,,19638,33619,FL,6400.0,0,1411
0,1281484800,MANHEIM,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4,GREEN,AUTO,1.0,Alloy,96071,AMERICAN,COMPACT,FORD,3800.0,4926.0,7243.0,8344.0,3632.0,4770.0,7145.0,9384.0,,,22916,80011,CO,4475.0,0,1341
0,1268179200,OTHER,2003,7,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,MAROON,AUTO,1.0,Alloy,69556,AMERICAN,LARGE,GM,4073.0,5071.0,7075.0,8262.0,3887.0,5208.0,8268.0,11078.0,,,18880,29697,SC,5300.0,0,2003
0,1276819200,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,1.0,Alloy,47877,AMERICAN,MEDIUM,GM,7184.0,8626.0,10452.0,11948.0,7025.0,8135.0,10293.0,11381.0,,,99750,85040,AZ,7100.0,0,764
0,1263945600,MANHEIM,2004,6,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,2.0,Covers,79255,AMERICAN,MEDIUM,FORD,3095.0,4319.0,5926.0,7221.0,3024.0,4167.0,5997.0,7632.0,,,16926,92057,CA,3420.0,0,920
0,1286236800,MANHEIM,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,RED,AUTO,1.0,Alloy,53012,AMERICAN,MEDIUM,GM,6486.0,7749.0,10031.0,11984.0,5912.0,7138.0,9078.0,10645.0,,,52646,21075,MD,7670.0,0,1003
0,1244073600,MANHEIM,2006,3,FORD,FUSION 4C 2.3L I4 EF,S,4D SEDAN S,RED,AUTO,2.0,Covers,61688,AMERICAN,MEDIUM,FORD,7280.0,8833.0,8362.0,10040.0,7280.0,8833.0,8362.0,10040.0,,,19619,33619,FL,7710.0,0,728
1,1266883200,MANHEIM,2001,9,CHEVROLET,VENTURE FWD V6,Plu,PASSENGER EXT 3.4L,WHITE,AUTO,2.0,Covers,67903,AMERICAN,VAN,GM,2508.0,3476.0,5328.0,6658.0,2628.0,3480.0,5521.0,6671.0,,,22808,75050,TX,4310.0,0,4210
0,1261353600,ADESA,2004,5,FORD,F150 PICKUP 2WD V8,XL,EXT CAB 4.6L STX,SILVER,AUTO,1.0,Alloy,92328,AMERICAN,LARGE TRUCK,FORD,7628.0,9420.0,12314.0,14170.0,7292.0,9347.0,11503.0,13492.0,,,18880,28273,NC,8475.0,0,909
0,1247443200,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,87123,AMERICAN,VAN,CHRYSLER,4827.0,6260.0,5713.0,7261.0,4773.0,6158.0,5655.0,7151.0,,,21973,27542,NC,5400.0,0,1763
0,1276646400,MANHEIM,2007,3,KIA,RONDO 4C,EX,4D WAGON,GOLD,AUTO,1.0,Alloy,74920,OTHER ASIAN,CROSSOVER,OTHER,7263.0,9398.0,10898.0,13372.0,7540.0,8523.0,10957.0,11878.0,,,20833,75236,TX,7385.0,0,803
0,1265068800,ADESA,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE AWD,BLACK,AUTO,1.0,Alloy,70178,AMERICAN,LARGE,FORD,6764.0,8351.0,10777.0,12431.0,6408.0,8194.0,9944.0,11934.0,,,52117,45005,OH,6605.0,0,1623
0,1236038400,MANHEIM,2001,8,FORD,TAURUS 3.0L V6 EFI S,SES,4D SEDAN SE SVG,BLACK,AUTO,1.0,Alloy,91311,AMERICAN,MEDIUM,FORD,2205.0,3053.0,2881.0,3797.0,2063.0,2889.0,2728.0,3620.0,,,20740,21075,MD,4200.0,0,1353
0,1232582400,MANHEIM,2004,5,MERCURY,MONTEREY 4.2L V6 SPI,Bas,4D WAGON,SILVER,AUTO,1.0,Alloy,88083,AMERICAN,VAN,FORD,4994.0,6239.0,5894.0,7238.0,4803.0,5773.0,5687.0,6735.0,,,18111,30272,GA,4110.0,0,1633
0,1234310400,OTHER,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,BLACK,AUTO,2.0,Covers,62128,OTHER ASIAN,MEDIUM,OTHER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,835,85009,AZ,5470.0,0,728
0,1239235200,MANHEIM,2003,6,SATURN,L SERIES 3.0L V6 EFI,LW3,4D WAGON LW300,SILVER,AUTO,1.0,Alloy,44095,AMERICAN,MEDIUM,GM,3959.0,4444.0,4776.0,5300.0,3959.0,4444.0,4776.0,5300.0,,,20928,33411,FL,5930.0,0,1769
0,1263945600,ADESA,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,1.0,Alloy,85732,AMERICAN,MEDIUM,GM,4155.0,5292.0,7769.0,8950.0,4791.0,6085.0,7491.0,9083.0,,,8655,77086,TX,4675.0,0,1373
0,1255564800,ADESA,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLUE,AUTO,2.0,Covers,49677,OTHER ASIAN,MEDIUM,OTHER,3753.0,4720.0,4553.0,5598.0,3916.0,4891.0,4729.0,5782.0,,,18822,78227,TX,5000.0,0,482
0,1285632000,MANHEIM,2006,4,MAZDA,MAZDA6,s,4D SEDAN S,SILVER,AUTO,1.0,Alloy,81293,OTHER ASIAN,MEDIUM,OTHER,7257.0,8735.0,11171.0,12437.0,7064.0,8577.0,10350.0,11578.0,,,17212,85040,AZ,6855.0,0,1633
0,1267488000,MANHEIM,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,71553,AMERICAN,VAN,CHRYSLER,4849.0,6056.0,8357.0,9641.0,5013.0,6166.0,8121.0,9313.0,,,22916,80022,CO,6380.0,0,1623
0,1277337600,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,GOLD,AUTO,2.0,Covers,60472,AMERICAN,MEDIUM,CHRYSLER,4910.0,5941.0,8316.0,9440.0,4740.0,5802.0,8465.0,9515.0,,,20207,77061,TX,6315.0,0,1215
0,1257120000,OTHER,2008,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,BLUE,AUTO,2.0,Covers,55033,AMERICAN,MEDIUM,CHRYSLER,8038.0,8574.0,9181.0,9760.0,7854.0,8459.0,11211.0,12019.0,,,99761,74135,OK,7200.0,0,920
0,1282608000,MANHEIM,2003,7,DODGE,DURANGO 2WD V8,Spo,4D SUV 4.7L,BLUE,AUTO,1.0,Alloy,55323,AMERICAN,MEDIUM SUV,CHRYSLER,3759.0,5014.0,7038.0,8255.0,3318.0,4684.0,6902.0,7855.0,,,17212,77041,TX,6385.0,0,1386
0,1271203200,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2.0,Covers,78536,AMERICAN,LARGE,GM,8856.0,9988.0,11999.0,13476.0,8162.0,9224.0,12391.0,14003.0,,,21973,32824,FL,8280.0,0,1974
0,1247443200,MANHEIM,2006,3,CHEVROLET,HHR 2.2L I4 MPI / SF,LT,4D SUV 2.2L LT,PURPLE,AUTO,1.0,Alloy,57557,AMERICAN,MEDIUM,GM,6774.0,8234.0,7816.0,9393.0,6962.0,8568.0,8019.0,9753.0,,,21973,27542,NC,7000.0,0,671
0,1288137600,ADESA,2002,8,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,72405,AMERICAN,MEDIUM,FORD,2261.0,3261.0,5036.0,7263.0,2134.0,3255.0,4842.0,7386.0,NO,GREEN,18822,77086,TX,4170.0,0,1220
1,1278979200,MANHEIM,2003,7,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2.0,Covers,72543,AMERICAN,MEDIUM,CHRYSLER,2952.0,3951.0,6156.0,7274.0,3209.0,4135.0,6207.0,7594.0,,,20740,19440,PA,4705.0,0,1689
1,1267056000,MANHEIM,2002,8,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,GREEN,AUTO,1.0,Alloy,73247,TOP LINE ASIAN,MEDIUM SUV,OTHER,5340.0,6432.0,8464.0,9819.0,5508.0,6521.0,9451.0,11189.0,,,20928,33411,FL,8050.0,0,869
1,1234396800,OTHER,2007,2,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,WHITE,AUTO,2.0,Covers,59066,AMERICAN,MEDIUM,FORD,5980.0,7158.0,6958.0,8231.0,6819.0,7931.0,7865.0,9065.0,,,8655,38637,MS,6005.0,0,754
0,1248825600,OTHER,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,NOT AVAIL,AUTO,2.0,Covers,47784,AMERICAN,MEDIUM,CHRYSLER,6733.0,7195.0,7772.0,8271.0,7000.0,7458.0,8060.0,8555.0,,,99761,74135,OK,6300.0,0,975
0,1251244800,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V8 5,Lar,CREW CAB 5.4L KING RANCH,BLACK,AUTO,1.0,Alloy,88701,AMERICAN,LARGE TRUCK,FORD,13125.0,14555.0,14675.0,16219.0,13619.0,16826.0,18634.0,21652.0,,,18822,78219,TX,10935.0,0,853
0,1234828800,ADESA,2006,3,CHRYSLER,300 3.5L V6 MPI / SM,Lim,4D SEDAN,SILVER,AUTO,1.0,Alloy,72051,AMERICAN,SPECIALTY,CHRYSLER,9872.0,11473.0,11162.0,12891.0,10234.0,11681.0,11553.0,13115.0,,,20928,45005,OH,9530.0,0,1389
0,1288828800,OTHER,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GOLD,AUTO,1.0,Alloy,94053,AMERICAN,MEDIUM,GM,5133.0,6294.0,8318.0,9576.0,5642.0,6963.0,8679.0,10141.0,NO,GREEN,3453,80229,CO,5965.0,0,1485
0,1273622400,MANHEIM,2004,6,SATURN,L SERIES,L30,4D SEDAN L300,GREEN,AUTO,1.0,Alloy,65530,AMERICAN,MEDIUM,GM,4002.0,5239.0,7101.0,8079.0,4127.0,5029.0,7553.0,8166.0,,,18822,78219,TX,5335.0,0,1898
0,1250726400,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,SILVER,AUTO,2.0,Covers,69800,AMERICAN,VAN,CHRYSLER,6550.0,8160.0,7574.0,9313.0,6064.0,7698.0,10359.0,11777.0,,,99750,76040,TX,7600.0,0,1411
0,1246406400,MANHEIM,2006,3,MAZDA,MAZDA5 2.3L I4 MFI /,,4D WAGON,BLACK,AUTO,1.0,Alloy,69560,OTHER ASIAN,CROSSOVER,OTHER,8677.0,10457.0,9871.0,11794.0,8721.0,10293.0,9919.0,11616.0,,,23359,92807,CA,8470.0,0,923
0,1254355200,OTHER,2006,3,DODGE,MAGNUM V6 3.5L V6 MP,SE,WAGON 3.5L SXT,SILVER,AUTO,1.0,Alloy,71515,AMERICAN,SPECIALTY,CHRYSLER,8812.0,10836.0,10017.0,12203.0,8172.0,10239.0,12443.0,14576.0,,,22808,73108,OK,8620.0,0,1389
0,1286236800,MANHEIM,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GREY,AUTO,1.0,Alloy,63915,AMERICAN,MEDIUM SUV,GM,6410.0,7791.0,10210.0,12149.0,6253.0,7650.0,9746.0,11432.0,,,19619,28625,NC,8010.0,0,1215
0,1257206400,MANHEIM,2003,6,FORD,TAURUS,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,91517,AMERICAN,MEDIUM,FORD,2848.0,4117.0,3576.0,4946.0,2932.0,4212.0,5718.0,7586.0,,,3453,80022,CO,3165.0,0,1353
0,1256688000,ADESA,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,23330,AMERICAN,LARGE,GM,2831.0,3921.0,3557.0,4735.0,2954.0,3936.0,5899.0,7253.0,,,21053,85226,AZ,6125.0,0,1481
0,1280966400,MANHEIM,2005,5,CHEVROLET,COBALT,LS,2D COUPE,WHITE,AUTO,1.0,Alloy,97334,AMERICAN,COMPACT,GM,4206.0,5445.0,6986.0,8449.0,3979.0,4780.0,7302.0,7899.0,,,18111,30272,GA,5395.0,0,909
0,1284940800,MANHEIM,2006,4,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,SILVER,AUTO,2.0,Covers,76738,OTHER ASIAN,COMPACT,OTHER,4580.0,5567.0,7713.0,9253.0,4224.0,5388.0,7099.0,8963.0,,,25100,76040,TX,5215.0,0,920
0,1245283200,MANHEIM,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,WHITE,AUTO,1.0,Alloy,70160,AMERICAN,LARGE,FORD,9558.0,12352.0,10823.0,13840.0,9719.0,12515.0,10997.0,14016.0,,,20234,77061,TX,7230.0,0,1506
0,1246492800,ADESA,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2.0,Covers,73439,AMERICAN,MEDIUM,CHRYSLER,5488.0,6516.0,6427.0,7537.0,5248.0,6596.0,6168.0,7624.0,,,18822,78227,TX,5510.0,0,1389
0,1283817600,ADESA,2006,4,PONTIAC,TORRENT FWD V6,,4D WAGON,SILVER,AUTO,1.0,Alloy,93209,AMERICAN,MEDIUM SUV,GM,9880.0,11661.0,13307.0,14823.0,8669.0,10246.0,12421.0,14098.0,,,25100,78754,TX,7235.0,0,1630
0,1238457600,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,GOLD,AUTO,1.0,Alloy,68494,AMERICAN,LARGE TRUCK,CHRYSLER,9320.0,11108.0,10566.0,12497.0,9152.0,11132.0,10384.0,12523.0,,,18880,28625,NC,9360.0,0,825
0,1234915200,OTHER,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN,GREY,AUTO,1.0,Alloy,96284,AMERICAN,MEDIUM,CHRYSLER,3927.0,4704.0,4741.0,5580.0,4597.0,5734.0,5465.0,6693.0,,,18880,29697,SC,4000.0,0,1341
0,1269993600,MANHEIM,2006,4,FORD,FUSION 4C,S,4D SEDAN S,GREY,AUTO,2.0,Covers,57878,AMERICAN,MEDIUM,FORD,6883.0,8568.0,10574.0,12053.0,6869.0,8198.0,10466.0,11653.0,,,25100,75236,TX,8485.0,0,671
1,1291161600,MANHEIM,2008,2,FORD,FUSION V6,SE,4D SEDAN SE,BLACK,AUTO,1.0,Alloy,88386,AMERICAN,MEDIUM,FORD,10357.0,12222.0,14111.0,15880.0,10597.0,12712.0,14427.0,15990.0,,,23359,92807,CA,8345.0,0,1373
0,1240876800,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 5.7L SLT,SILVER,AUTO,3.0,Special,76136,AMERICAN,LARGE TRUCK,CHRYSLER,10306.0,12558.0,11630.0,14063.0,10306.0,12558.0,11630.0,14063.0,,,21973,34761,FL,9600.0,0,920
0,1235520000,MANHEIM,2005,4,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,GOLD,AUTO,1.0,Alloy,67899,AMERICAN,MEDIUM SUV,CHRYSLER,8295.0,9780.0,9459.0,11062.0,8870.0,10173.0,10080.0,11487.0,,,22808,78219,TX,8940.0,0,1215
0,1289433600,ADESA,2007,3,MAZDA,MAZDA3,i,4D SEDAN I,SILVER,MANUAL,1.0,Alloy,78299,OTHER ASIAN,MEDIUM,OTHER,8456.0,10215.0,12612.0,13947.0,9025.0,10730.0,12736.0,15142.0,NO,GREEN,52492,28273,NC,7865.0,0,1038
0,1244073600,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,2D COUPE,BLUE,AUTO,2.0,Covers,59102,AMERICAN,COMPACT,GM,5309.0,6354.0,6234.0,7362.0,5137.0,6281.0,6048.0,7283.0,,,835,85353,AZ,5805.0,0,671
0,1290038400,MANHEIM,2006,4,CHEVROLET,COBALT,LS,2D COUPE,BLUE,AUTO,2.0,Covers,67218,AMERICAN,COMPACT,GM,4394.0,5338.0,7076.0,8171.0,5187.0,6780.0,8152.0,10656.0,NO,GREEN,18880,29532,SC,4350.0,0,728
0,1272326400,OTHER,2003,7,NISSAN,ALTIMA,Bas,4D SEDAN S,WHITE,AUTO,3.0,Special,65251,TOP LINE ASIAN,MEDIUM,OTHER,4736.0,5855.0,7572.0,9237.0,4530.0,5474.0,7722.0,9073.0,,,20234,95673,CA,7705.0,0,930
0,1280966400,MANHEIM,2007,3,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,1.0,Alloy,83451,AMERICAN,MEDIUM SUV,GM,12311.0,14556.0,16085.0,17542.0,11658.0,13706.0,15508.0,16619.0,,,22808,76040,TX,8140.0,0,1243
0,1240358400,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLACK,AUTO,1.0,Alloy,74670,AMERICAN,VAN,CHRYSLER,9598.0,11909.0,10866.0,13362.0,9598.0,11909.0,10866.0,13362.0,,,8655,75236,TX,6225.0,0,1623
0,1244505600,ADESA,2007,2,FORD,FREESTYLE FWD V6 3.0,SEL,4D CUV 3.0L SEL,BLACK,AUTO,1.0,Alloy,75967,AMERICAN,CROSSOVER,FORD,11412.0,14485.0,12825.0,16144.0,13081.0,15894.0,14627.0,17666.0,,,19662,38118,TN,9075.0,0,1506
0,1271376000,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2.0,Covers,48095,AMERICAN,MEDIUM,CHRYSLER,7743.0,8225.0,11335.0,11733.0,7907.0,8791.0,11515.0,12347.0,,,99761,74135,OK,7500.0,0,693
